PEER1,PEER2,PEER3,PEER4,Donor
-0.04727661609649658,0.11473479121923447,0.014145303517580032,-0.0880555808544159,AM7323
-0.0417013056576252,0.03952180594205856,0.08877560496330261,-0.03339424356818199,AM7325
-0.08559521287679672,0.04561127349734306,0.01349265594035387,-0.12640510499477386,AM7327
-0.08086921274662018,0.13228873908519745,-0.02756517194211483,-0.03223549947142601,AM7328
-0.038282886147499084,0.12263120710849762,-0.07073463499546051,0.04920941963791847,AM7329
-0.09791694581508636,-0.061977408826351166,0.08772014826536179,0.07548721879720688,AM7332
-0.08225273340940475,0.12257977575063705,-0.10291631519794464,-0.024354301393032074,AM7333
-0.004853985738009214,0.14720314741134644,-0.05393256992101669,0.09048336744308472,AM7334
-0.10070716589689255,-0.06155499815940857,-0.07874581962823868,-0.1164725124835968,AM7336
-0.09504514187574387,-0.015120566822588444,-0.10808517783880234,-0.1509873867034912,AM7337
-0.047564949840307236,0.13172996044158936,0.008717034012079239,-0.015541322529315948,AM7343
-0.10427242517471313,0.007076284848153591,-0.0657263994216919,-0.13240791857242584,AM7344
-0.0039002695120871067,-0.11878799647092819,0.06656651943922043,-0.047350067645311356,AM7345
-0.04624610021710396,-0.06594273447990417,0.031211301684379578,0.09568282216787338,AM7346
-0.018327290192246437,0.11700236052274704,-0.07976074516773224,-0.07902803272008896,AM7353
-0.10261333733797073,0.038909975439310074,-0.13540396094322205,-0.1409795582294464,AM7354
0.049067478626966476,0.12252505123615265,0.06079382076859474,0.07408750802278519,AM7356
0.01172967441380024,-0.048645731061697006,0.24118363857269287,0.027504893019795418,AM7359
-0.09216383844614029,-0.0276495311409235,0.07168228924274445,-0.027651283890008926,AM7361
-0.14964208006858826,-0.09137889742851257,-0.07252530753612518,-0.06256280094385147,AM7362
-0.046175554394721985,0.09378547221422195,-0.08255693316459656,-0.08152539283037186,AM7365
-0.02704954892396927,-0.03306281194090843,0.006936504505574703,-0.13375554978847504,AM7372
-0.0025248967576771975,0.08418495208024979,-0.02451273612678051,0.16762858629226685,AM7373
0.0340585932135582,0.11572365462779999,0.013743998482823372,0.12473852187395096,AM7380
-0.01720566488802433,0.0833790972828865,-0.0728442445397377,0.06333081424236298,AM7382
-0.0680830329656601,0.04182610288262367,0.04157458245754242,-0.038906171917915344,AM7383
-0.018021639436483383,0.04921965301036835,-0.19223813712596893,0.07203169167041779,AM7384
-0.0029489733278751373,0.06523430347442627,-0.12649786472320557,0.11223267018795013,AM7385
-0.04229659587144852,-0.003596503520384431,-0.006345459260046482,-0.10461115837097168,AM7386
0.0030856523662805557,0.11507415026426315,-0.07606600970029831,0.0845937579870224,AM7387
-0.007886680774390697,0.031056782230734825,-0.1541050672531128,0.09873965382575989,AM7388
-0.02748916670680046,0.14608299732208252,0.0777876153588295,0.03496420010924339,AM7409
-0.0849592313170433,-0.06401580572128296,0.01607227884232998,-0.001149772317148745,AM7416
-0.020850230008363724,0.050200726836919785,-0.09333953261375427,0.181959867477417,AM7419
-0.008276961743831635,0.058341942727565765,-0.10291047394275665,0.11684025824069977,AM7420
-0.006119944155216217,0.09150882065296173,-0.16970676183700562,0.028128720819950104,AM7426
-0.02608773298561573,0.14194545149803162,-0.0370686799287796,0.006855881307274103,AM7427
-0.08975867182016373,-0.07956252992153168,0.04010291397571564,-0.02021893672645092,AM7492
-0.016142968088388443,-0.10900761932134628,-0.03195038065314293,-0.04695294797420502,AM7493
-0.01419884618371725,-0.15326790511608124,-0.04906928166747093,-0.08347582817077637,AM7495
-0.017470616847276688,-0.18558859825134277,-0.14625675976276398,-0.09143586456775665,AM7589
-0.02145092748105526,-0.037927668541669846,-0.037201687693595886,-0.17583352327346802,AM7591
-0.015055602416396141,-0.15222671627998352,-0.07215743511915207,0.005840935278683901,AM7628
-0.01111292839050293,-0.12418649345636368,-0.027910415083169937,-0.1250142902135849,AM7629
0.004807577468454838,-0.1582644134759903,-0.05114350840449333,-0.04354124143719673,AM7633
-0.009469840675592422,-0.03037843108177185,-0.07459151744842529,-0.18813814222812653,AM7634
